Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,description_wiki
13046,Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13047,Little Busters! Converted Edition,PS2,2009.0,Adventure,Prototype,0.0,0.0,0.05,0.0,0.05,no_data
13048,Enemy Front,X360,2014.0,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.05,"Aperçu des notes reçues
Presse papier
Média Note
Canard PC (FR) 4/1012
Presse numérique
Média Note
Eurogamer (UK) 2/1013
GameSpot (US) 5/1014
GamesRadar+ (US) 3/515
IGN (US) 4.7/1016
Jeuxvideo.com (FR) 5/2017
Agrégateurs de notes
Média Note
Metacritic 52% PC18
43% PS319
35% X36020
modifier"
13049,Dream Salon,Wii,2009.0,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,no_data
13050,Disney's Party,GC,2002.0,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,"Disney's Party
Développeur
Neverland (GC)
Jupiter Corporation (GBA)
Éditeur
AN/EUR Electronic Arts
JAP Hudson Soft (GC)
JAP Tomy (GBA)
Date de sortie
GameCube
JAP 1er août 2002
AN 16 septembre 2003
EUR 17 octobre 2003
Game Boy Advance
AN 16 septembre 2003
EUR 10 octobre 2003
JAP 10 avril 2004
Genre
Party game
Mode de jeu
Un joueur
Plateforme
GameCube, Game Boy Advance
Évaluation
PEGI 3 (d)
modifier - modifier le code - modifier Wikidata"
13051,Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,no_data
13052,Sherlock Holmes: Crimes & Punishments,PC,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,"Mithra sacrifiant le Taureau (100-200 apr. J.-C.), exposé au Louvre-Lens."
13053,Jenga World Tour,Wii,2007.0,Misc,Atari,0.05,0.0,0.0,0.0,0.05,no_data
13054,Summon Night X: Tears Crown,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13055,Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,"Secret Files
Tunguska
Développeur
Fusionsphere Systems
Animation Arts
Éditeur
Deep Silver
Réalisateur
Jörg Beilschmidt (scénario)
Date de sortie
Windows :1
17 novembre 2006
30 octobre 2006
27 avril 2007

Wii :2
30 avril 2008
31 décembre 2008

Nintendo DS :3
30 avril 2008
Prévu en 2009
Genre
Jeu d'aventure
Mode de jeu
Un joueur
Plateforme
Windows, Wii, Nintendo DS
Langue
Français
Moteur
2.5D
Version
1.0 (version PC distribuée dans le commerce)
1.03 (dernière version PC avec les patchs à télécharger)
Évaluation
ESRB : T ?
PEGI : 12+ ?
USK : 6 ?
Site web
www.secretfiles-game.com
Secret Files (en)
- Secret Files 2: Puritas Cordis
modifier - modifier le code - modifier Wikidata"
13056,Taiho Shichauzo!,PS,2001.0,Adventure,Pioneer LDC,0.0,0.0,0.05,0.0,0.05,no_data
13057,Battle vs. Chess,PS3,,Misc,TopWare Interactive,0.0,0.04,0.0,0.01,0.05,"Battle vs. Chess
Développeur
Targem Games
Zuxxez Entertainment
Éditeur
TopWare Interactive
AN SouthPeak Games
Date de sortie
17 mai 2011
Genre
Échecs
Mode de jeu
Solo, multijoueur
Plateforme
Ordinateur(s) :
Windows, Mac
Console(s) :
Wii, PlayStation 3, Xbox 360
Console(s) portable(s) :
Nintendo DS, PlayStation Portable
Langue
Anglais, allemand, français, italien, espagnol, russe, polonais, hongrois, tchèque
Site web
www.battlevschess.com
modifier - modifier le code - modifier Wikidata"
13058,Phantom Crash,XB,2002.0,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,"Phantom Crash
Développeur
Genki
Éditeur
JAP Genki
Phantagram
Date de sortie
JAP 19 juin 2002
AN 4 novembre 2002
EUR 22 novembre 2002
Genre
Combat motorisé
Mode de jeu
Solo, multijoueur
Plateforme
Xbox
modifier - modifier le code - modifier Wikidata"
13059,Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,"Men of War
Assault Squad
Développeur
Digitalmindsoft
Éditeur
1C Company
Date de sortie
25 février 2011
Franchise
Men of War (en)
Genre
Tactique en temps réel
Mode de jeu
Solo, multijoueur
Plateforme
Windows
Langue
Anglais, russe, italien, espagnol, français, allemand, polonais
Version
2.05.15
Évaluation
PEGI 16 (d)
Site web
www.digitalmindsoft.eu
modifier - modifier le code - modifier Wikidata"
13060,Fishdom,DS,2011.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05,no_data
13061,Yanya Caballista: City Skater,PS2,2001.0,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,"Yanya Caballista
City Skater
Développeur
Cave
Éditeur
Koei
Date de sortie
JAP 5 juillet 2001
AN 1er octobre 2001
Genre
Sport (skateboard)
Mode de jeu
Solo, multijoueur
Plateforme
PlayStation 2
Site web
www.koei.com/launch/Yanya
modifier - modifier le code - modifier Wikidata"
13062,Expendable,PS,1999.0,Action,Infogrames,0.03,0.02,0.0,0.0,0.05,no_data
13063,Imagine: Artist,DS,2009.0,Misc,Ubisoft,0.05,0.0,0.0,0.0,0.05,no_data
13064,Pet Pals: New Leash on Life,DS,2010.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,no_data
13065,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005.0,Adventure,Activision,0.05,0.0,0.0,0.0,0.05,no_data
13066,The Idolmaster: Gravure For You! Vol. 2,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13067,Arthur! Ready to Race,PS,2000.0,Racing,The Learning Company,0.03,0.02,0.0,0.0,0.05,"Arthur! Ready to Race
Développeur
Runecraft
Éditeur
Mattel Interactive, The Learning Company
Date de sortie
1er novembre 2000 en Amérique du Nord
Genre
Jeu éducatif, jeu de course
Mode de jeu
Solo, multijoueur
Plateforme
PlayStation
modifier - modifier le code - modifier Wikidata"
13068,Thunder Force V: Perfect System,PS,1998.0,Shooter,TechnoSoft,0.03,0.02,0.0,0.0,0.05,"Thunder Force 5
Développeur
Technosoft
Éditeur
Technosoft
Working Design (États-Unis)
Date de sortie
Saturn
JAP : 11 juillet 1997

Playstation
JAP : 21 mai 1998
USA : novembre 1998
Franchise
Thunder Force
Genre
Shoot 'em up
Mode de jeu
Un joueur
Plateforme
Saturn, PlayStation
Évaluation
ESRB : E ?
modifier - modifier le code - modifier Wikidata"
13069,The Typing of the Dead,DC,2000.0,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13070,The Idolm@ster: Dearly Stars,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13071,Kids Learn Music A+ Edition,DS,2011.0,Misc,Unknown,0.05,0.0,0.0,0.0,0.05,no_data
13072,Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,"Aperçu des notes reçues
Presse numérique
Média Note
GameSpot (US) 8/108
IGN (US) 9,3/109
Jeuxvideo.com (FR) 18/2010
modifier"
13073,Over the Hedge: Hammy Goes Nuts!,PSP,2006.0,Platform,Activision,0.05,0.0,0.0,0.0,0.05,"Nos voisins, les hommes
Zamy pète les plombs !
Développeur
Vicarious Visions (GBA)
Amaze Entertainment (DS/PSP)
Éditeur
Activision
Date de sortie
Game Boy Advance
AN 10 octobre 2006
Nintendo DS
AN 24 octobre 2006
PlayStation Portable
AN 21 novembre 2006
Mode de jeu
Solo, multijoueur
Plateforme
Game Boy Advance, Nintendo DS, PlayStation Portable
modifier - modifier le code - modifier Wikidata"
13074,Kart Racer,Wii,2009.0,Racing,Nordic Games,0.03,0.01,0.0,0.0,0.05,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
13075,Bakemonogatari Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13076,Sam & Max: Beyond Time and Space,Wii,2010.0,Adventure,Atari,0.05,0.0,0.0,0.0,0.05,no_data
13077,To Heart 2: Dungeon Travelers,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,no_data
13078,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006.0,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05,no_data
13079,Shrek Super Party,GC,2003.0,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,no_data
13080,Monster 4x4: Masters of Metal,GC,2003.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,no_data
13081,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998.0,Racing,Jaleco,0.0,0.0,0.05,0.0,0.05,no_data
13082,Caligula,PSV,2016.0,Role-Playing,FuRyu,0.0,0.0,0.05,0.0,0.05,"Grand Camée de France. Caligula enfant, paré d'une cuirasse et des caligulae, ces sandales de soldat qui lui valent son surnom. Cabinet des médailles de la Bibliothèque nationale de France"
13083,Steins;Gate 0,PSV,2015.0,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,"Pour les articles homonymes, voir Steins."
13084,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13085,NHL Blades of Steel '99,N64,1999.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,"Cet article ne cite pas suffisamment ses sources (mars 2020).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
13086,Lips: Deutsche Partyknaller,X360,2009.0,Misc,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,no_data
13087,Apassionata: Die Galanacht der Pferde,DS,2009.0,Simulation,RTL,0.0,0.04,0.0,0.01,0.05,no_data
13088,Dungeon Raiders,DS,2009.0,Role-Playing,Focus Home Interactive,0.05,0.0,0.0,0.0,0.05,"Dungeon Raiders
Développeur
Cyanide
Éditeur
Focus Home Interactive
Date de sortie
5 novembre 2009
Genre
Action-RPG
Mode de jeu
Solo
Plateforme
Nintendo DS
modifier - modifier le code - modifier Wikidata"
13089,Second Sight,GC,2004.0,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,no_data
13090,Philosoma,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05,"Philosoma
Développeur
G-Artists
Éditeur
Sony Computer Entertainment
Compositeur
Kow Otani
Date de sortie
PlayStation
28 juillet 1995
26 février 1996
Mars 1996

PlayStation 3, PSP
26 avril 2007
Genre
Shoot them up
Mode de jeu
Un joueur
Plateforme
PlayStation, Téléphone portable (S!Appli)
Évaluation
ESRB : E ?
modifier - modifier le code - modifier Wikidata"
13091,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05,no_data
13092,Puyo Pop,GBA,2001.0,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05,
13093,Marriage Royale: Prism Story,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,no_data
13094,Super Heroine Chronicle,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13095,Kamiwaza,PS2,2006.0,Action,Acquire,0.0,0.0,0.05,0.0,0.05,no_data
13096,Rave Master,GC,2002.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,"Rave
Logo de Rave
レイヴ
(RAVE)
Type Shōnen
Genres Action, aventure, fantasy, comédie, magie
Manga
Auteur Hiro Mashima
Éditeur (ja) Kōdansha
(fr) Glénat
Prépublication Weekly Shōnen Magazine
Sortie initiale 22 juillet 1999 – 9 septembre 2005
Volumes 35
Anime japonais
Réalisateur
Takashi Watanabe
Studio d’animation Studio Deen
Chaîne TBS
1re diffusion 13 octobre 2001 – 28 septembre 2002
Épisodes 51
OAV japonais : Fairy Tail x Rave
Réalisateur
Shinji Ishihira
Studio d’animation A-1 Pictures
Satelight
Licence (ja) TV Tokyo
Sortie
16 août 2013
modifier"
13097,The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.01,0.03,0.0,0.01,0.05,"The Technomancer
Développeur
Spiders
Éditeur
Focus Home Interactive
Réalisateur
Jehanne Rousseau
Compositeur
Olivier Derivière
Date de sortie
28 juin 2016
Genre
Action-RPG
Mode de jeu
Un joueur
Plateforme
Ordinateur(s) :
Windows
Console(s) :
PlayStation 4, Xbox One
Langue
Voix en anglais, sous-titres en français
Moteur
Silk Engine
Évaluation
PEGI : 16
Site web
www.thetechnomancer-game.com
modifier - modifier le code - modifier Wikidata"
13098,Ben 10 Galactic Racing,PSV,2012.0,Racing,D3Publisher,0.02,0.02,0.0,0.01,0.05,no_data
13099,Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,no_data
13100,Hotel for Dogs,Wii,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,"↑ http://www.joblo.com/movie-wallpapers/hotel-for-dogs/ [archive]
↑ « JoBlo.com : Movie News, Trailers, Reviews, Release Dates » [archive], sur joblo.com (consulté le 15 août 2020)."
13101,Suzuki Super-Bikes II: Riding Challenge,DS,2008.0,Racing,Valcon Games,0.05,0.0,0.0,0.0,0.05,no_data
13102,Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05,"Mirror's Edge Catalyst
Développeur
DICE
Éditeur
Electronic Arts
Compositeur
Solar Fields1
Chvrches
Date de sortie
AN : 7 juin 2016
EUR : 9 juin 2016
Genre
Plates-formes, action-aventure à la première personne
Mode de jeu
Un joueur
Plateforme
Ordinateur(s) :
Windows
Console(s) :
PlayStation 4, Xbox One
Langue
Anglais, français, italien, allemand, espagnol, japonais, portugais brésilien, russe, polonais, chinois traditionnel (d)
Moteur
Frostbite 3
Site web
mirrorsedge.com
Mirror's Edge (2008)
modifier - modifier le code - modifier Wikidata"
13103,Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003.0,Action,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,no_data
13104,Medal of Honor: European Assault (weekly JP sales),PS2,2005.0,Shooter,Electronic Arts,0.0,0.0,0.05,0.0,0.05,no_data
13105,LEGO The Hobbit,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.01,0.05,"Lego Le Hobbit
Développeur
TT Games
MGM Interactive
Éditeur
Warner Bros. Interactive Entertainment
Feral Interactive (Mac OS X)
Compositeur
Rob Westwood
Ian Livingstone
Howard Shore
Date de sortie
AN : 8 avril 2014
EUR : 11 avril 2014
Genre
Action-aventure
Mode de jeu
Un joueur
Plateforme
Ordinateur(s) :
Windows, Mac OS X
Console(s) :
PS3, PS4, Xbox 360, Xbox One, Wii
Console(s) portable(s) :
3DS, PS Vita
Langue
Textes en français
Évaluation
PEGI : 7 ?
Site web
thelordoftherings.lego.com/en-us/default.aspx
Lego Seigneur des Anneaux
Lego Le Seigneur des anneaux (2012) -
modifier - modifier le code - modifier Wikidata"
13106,Alias,XB,2004.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,"Sur les autres projets Wikimedia :
alias, sur le Wiktionnaire"
13107,Super Robot Taisen Neo,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13108,PAC-MAN and the Ghostly Adventures,WiiU,2013.0,Platform,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05,"Pac-Man et les Aventures de fantômes
Données clés
Titre original Pac-Man and the Ghostly Adventures
Genre Science fantasy
Super-héros
Création Tom Ruegger
Paul Rugg (en)
Avi Arad
Production 41 Entertainment
Arad Productions Inc.
Namco Bandai Games
Musique William Kevin Anderson
Pays d'origine États-Unis
Japon
Canada
Chaîne d'origine Disney XD
Nb. de saisons 3
Nb. d'épisodes 53
Durée 22 minutes
Diff. originale 15 juin 2013 – 29 mai 2015
Site web www.pacisback.com (archive)
modifier - modifier le code - voir Wikidata (aide)"
13109,ESPN International Winter Sports 2002,GC,2002.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,no_data
13110,Winter Sports 2011,PS3,2011.0,Sports,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,no_data
13111,OutRun 2006: Coast 2 Coast,PS2,2006.0,Racing,Sega,0.02,0.01,0.01,0.0,0.05,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13112,Blues Brothers 2000,N64,2000.0,Platform,Virgin Interactive,0.04,0.01,0.0,0.0,0.05,"Pour les articles homonymes, voir The Blues Brothers."
13113,Metal Max 2 Reloaded,DS,2011.0,Role-Playing,Unknown,0.0,0.0,0.05,0.0,0.05,no_data
13114,All Star Tennis 99,N64,1999.0,Sports,Ubisoft,0.04,0.01,0.0,0.0,0.05,no_data
13115,Hercules: The Legendary Journeys,N64,2000.0,Role-Playing,Titus,0.04,0.01,0.0,0.0,0.05,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13116,Dual Heroes,N64,1997.0,Fighting,Hudson Soft,0.04,0.01,0.0,0.0,0.05,"Dual Heroes
Développeur
Produce!
Éditeur
JAPHudson Soft
USAElectro-Brain
Date de sortie
JAP5 décembre 1997
USA31 octobre 1998
Genre
Combat
Mode de jeu
Un à deux joueur(s)
Plateforme
Nintendo 64
Évaluation
ESRB : T ?
modifier - modifier le code - modifier Wikidata"
13117,Fighter Destiny 2,N64,1999.0,Fighting,Imagineer,0.04,0.01,0.0,0.0,0.05,"Cet article ne cite pas suffisamment ses sources (mars 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
13118,Chameleon Twist 2,N64,1998.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05,"Chameleon Twist 2
Développeur
Japan System Supply
Éditeur
Sunsoft
Date de sortie
14 avril 1999 (États-Unis)
31 décembre 1999 (Japon)
Genre
Plates-formes
Mode de jeu
Un joueur
Plateforme
Nintendo 64
Évaluation
ESRB : E ?
modifier - modifier le code - modifier Wikidata"
13119,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007.0,Misc,Spike,0.0,0.0,0.05,0.0,0.05,no_data
13120,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007.0,Misc,Irem Software Engineering,0.0,0.0,0.05,0.0,0.05,no_data
13121,Winning Post World,PS3,2009.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,no_data
13122,Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,"Cet article ne cite pas suffisamment ses sources (mai 2017).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
13123,Slam Dunk SD Heat Up!!,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13124,My Body Coach,Wii,2009.0,Sports,Big Ben Interactive,0.0,0.04,0.0,0.01,0.05,"My Body Coach
Développeur
Neko Entertainment
Kylotonn
Éditeur
Bigben Interactive
Date de sortie
27 novembre 2009
Genre
Fitness
Mode de jeu
Un joueur
Plateforme
Wii
Évaluation
PEGI : 3 ?
modifier - modifier le code - modifier Wikidata"
13125,Steins;Gate 0,PS4,2015.0,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,"Pour les articles homonymes, voir Steins."
13126,Adventure Time: Finn & Jake Investigations,XOne,2015.0,Action,Little Orbit,0.02,0.02,0.0,0.0,0.05,"Adventure Time
Finn et Jake mène l'enquête
Développeur
Vicious Cycle Software
Éditeur
Little Orbit
Compositeur
Rod Abernethy (en)
Date de sortie
AN 19 octobre 2015
EUR 6 novembre 2015
Franchise
Adventure Time (d)
Genre
Action-aventure
Mode de jeu
Solo
Plateforme
Ordinateur(s) :
Windows
Console(s) :
Wii U, PlayStation 3, PlayStation 4, Xbox 360, Xbox One
Console(s) portable(s) :
Nintendo 3DS
Site web
www.littleorbit.com/adventure-time-finn---jake-investigations.html
modifier - modifier le code - modifier Wikidata"
13127,Dead in the Water,PS,1999.0,Action,ASC Games,0.03,0.02,0.0,0.0,0.05,no_data
13128,Winning Post 7 2013,PS3,2013.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,no_data
13129,DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13130,Detective Conan: Prelude from the Past,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13131,Dr. Seuss: Green Eggs and Ham,GBA,2003.0,Action,NewKidCo,0.04,0.01,0.0,0.0,0.05,no_data
13132,Sea Monsters: A Prehistoric Adventure,Wii,2007.0,Adventure,Zushi Games,0.04,0.0,0.0,0.0,0.05,no_data
13133,Atelier Rorona: Alchemist of Arland,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,no_data
13134,Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,"Guilty Gear
Dust Strikers
Développeur
Arc System Works
Éditeur
Majesco
Date de sortie
25 avril 2006 (États-Unis)
5 octobre 2006 (Japon)
3 août 2007 (France)
Franchise
Guilty Gear
Genre
combat
Mode de jeu
Un joueur, Multijoueur
Plateforme
Nintendo DS
modifier - modifier le code - modifier Wikidata"
13135,Dark Summit,GC,2002.0,Sports,THQ,0.04,0.01,0.0,0.0,0.05,"Dark Summit
Développeur
Radical Entertainment
Éditeur
THQ
Date de sortie
Xbox
AN 15 novembre 2001
EUR 22 mars 2002
PlayStation 2
AN 26 novembre 2001
EUR 28 mars 2002
GameCube
AN 4 février 2002
EUR 24 mai 2002
Genre
Sport (snowboard)
Mode de jeu
Solo, multijoueur
Plateforme
GameCube, PlayStation 2, Xbox
modifier - modifier le code - modifier Wikidata"
13136,Singularity,PC,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,"Pour les articles homonymes, voir Singularity (homonymie)."
13137,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13138,George of the Jungle and the Search for the Secret,DS,2008.0,Platform,Ignition Entertainment,0.05,0.0,0.0,0.0,0.05,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13139,Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,no_data
13140,Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05,no_data
13141,"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,"Article détaillé : Warhammer 40,000: Dawn of War - Winter Assault."
13142,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,no_data
13143,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994.0,Misc,Vap,0.0,0.0,0.05,0.0,0.05,no_data
13144,Corpse Party: Blood Covered - Repeated Fear,PSP,2010.0,Adventure,5pb,0.0,0.0,0.05,0.0,0.05,no_data
13145,The Lost Treasures of Alexandria,DS,2011.0,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.05,no_data
13146,Chronicles of the Sword,PS,1996.0,Adventure,Psygnosis,0.03,0.02,0.0,0.0,0.05,"Chronicles of the Sword
Développeur
Synthetic Dimensions
Éditeur
Psygnosis
Compositeur
Ben Daglish
Date de sortie
1996
Genre
Aventure
Mode de jeu
Un joueur
Plateforme
DOS, PlayStation
Langue
Anglais
modifier - modifier le code - modifier Wikidata"
13147,Hail to the Chimp,PS3,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05,no_data
13148,The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
13149,Keiba Eight Special,SNES,1993.0,Sports,Misawa,0.0,0.0,0.05,0.0,0.05,no_data
13150,Yaiba: Ninja Gaiden Z,X360,2014.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,"Yaiba
Ninja Gaiden Z
Développeur
Team Ninja
Spark Unlimited
Comcept
Éditeur
Koei Tecmo
Réalisateur
Masahiro Yasuma
Toby Gard
Compositeur
Grant Kirkhope
Producteur
Keiji Inafune
Date de sortie
PlayStation 3, Xbox 360
AN : 18 mars 2014
AUS : 20 mars 2014
EUR : 21 mars 2014
JAP : 27 mars 2014

Microsoft Windows
INT : 21 mars 2014
Genre
Action-aventure, beat them all
Mode de jeu
Un joueur
Plateforme
PlayStation 3, Xbox 360, Windows
Langue
Anglais, français, italien, allemand, espagnol, japonais
Moteur
Unreal Engine 3
Évaluation
PEGI 18 (d)
Site web
www.yaibangz.com
Ninja Gaiden
Ninja Gaiden 3 (2012)
modifier - modifier le code - modifier Wikidata"
13151,Harukanaru Toki no Naka de 3,PS2,2004.0,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,no_data
13152,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005.0,Platform,Global Star,0.04,0.01,0.0,0.0,0.05,no_data
